NPA,2011,2014,2015,2016,2017,2018,2019,2021,2022,2023,2011 Raw,2014 Raw,2015 Raw,2016 Raw,2017 Raw,2018 Raw,2019 Raw,2021 Raw,2022 Raw,2023 Raw
46,"90.4%","96.8%","96.8%","96.8%","96.8%","90.3%","96.8%","96.8%","96.8%","0%","865","925","925","925","925","863","924","924","924","0"
47,"98.4%","100%","100%","100%","100%","98.2%","99%","99.8%","99.8%","99%","631","640","640","639","591","595","596","601","602","597"
48,"0%","18%","17.7%","17.9%","16.4%","17.3%","15.6%","15.6%","15.6%","15.7%","0","111","109","109","100","105","94","94","94","94"
49,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
50,"70.7%","74.4%","74.4%","74.4%","74.3%","69.8%","64%","63.9%","64.2%","64.2%","744","783","784","784","783","735","625","625","632","632"
51,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
52,"41.9%","77.2%","63.3%","0%","0%","0%","81.6%","0%","81.6%","81%","374","686","349","0","0","0","660","0","662","688"
53,"0%","27.8%","24.1%","24.2%","27.8%","36.6%","27.7%","27.7%","21.1%","21.1%","0","295","295","295","295","388","294","294","294","294"
54,"6.9%","0.9%","0.9%","0.9%","2.5%","7.2%","2.3%","2.3%","2.3%","2.3%","39","5","5","5","14","41","13","13","13","13"
55,"10.3%","3.7%","3.7%","3.7%","3.7%","10.5%","3.7%","3.7%","3.6%","6.1%","83","30","30","30","30","85","30","30","30","56"
56,"85%","92.5%","92.6%","92.6%","92.6%","82.7%","95.9%","95.9%","94.5%","95.9%","305","332","337","337","337","301","348","348","343","348"
57,"83.7%","94.8%","94.8%","0%","0%","0%","39%","0%","99%","99%","572","634","634","0","0","0","319","0","809","809"
58,"27.4%","82.1%","82.1%","82.2%","82.1%","53.5%","81.8%","81.8%","81.8%","81.8%","133","398","398","398","398","260","395","395","395","395"
59,"4%","21.4%","21.4%","21.4%","21.4%","25.2%","22.4%","22.4%","18.8%","18.7%","44","238","238","238","238","280","252","252","252","252"
60,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
61,"0%","0.7%","0.7%","0.7%","0.7%","0%","0.7%","0.9%","0.7%","0%","0","3","3","3","3","0","3","4","3","0"
62,"--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0"
64,"35.7%","36.6%","39.5%","38.8%","51.2%","51.3%","39.1%","39.1%","39.1%","39.1%","704","723","816","794","1,312","1,312","988","988","988","988"
65,"0%","0%","0%","0%","0%","0%","0%","83.2%","83.2%","85.6%","0","0","0","0","0","0","0","1,010","1,010","1,210"
66,"100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","1,256","1,263","1,353","1,353","1,353","1,353","1,353","1,353","1,353","1,664"
67,"0%","0%","0%","0%","0%","0%","0%","100%","100%","100%","0","0","0","0","0","0","0","854","854","854"
68,"46.2%","48.3%","48.4%","48.4%","55.7%","48.7%","55.7%","55.7%","55.7%","55.7%","524","547","548","548","631","551","629","629","629","629"
69,"78.4%","79.5%","75.7%","78.4%","78.6%","77%","85.8%","78.2%","78.3%","78.3%","591","600","481","564","564","555","927","845","846","846"
70,"43.9%","68.3%","68.1%","68.1%","68.1%","40.7%","67.7%","67.8%","67.2%","67.4%","229","357","355","355","354","211","352","353","351","353"
71,"38.6%","37.8%","37.7%","37.7%","37.7%","61.7%","61.6%","37.4%","61.6%","62.8%","544","536","537","537","537","880","866","526","866","881"
72,"41.7%","46.7%","46.7%","48.7%","37.8%","37.2%","27.9%","27.9%","29%","10.2%","234","550","549","549","547","676","532","532","557","263"
73,"5.1%","6.4%","6.3%","6.1%","6.1%","4.5%","5.4%","4.9%","4.5%","4.6%","52","67","67","67","67","51","67","66","66","72"
74,"68.6%","69.2%","69.2%","69.2%","69.2%","68.6%","69.2%","69.2%","69.2%","69.2%","508","512","512","512","512","508","512","512","512","512"
75,"92.4%","88.2%","89.1%","89.1%","44.6%","93.1%","26.6%","26.6%","26.6%","26.5%","620","652","708","708","353","743","348","348","348","348"
76,"1.9%","0.4%","0.4%","0.3%","0.3%","1.4%","0.6%","0.2%","0.1%","0.5%","15","4","4","3","3","17","8","2","2","8"
77,"48.5%","53.9%","54.3%","54.3%","54.3%","54.1%","55.6%","56.1%","56.3%","55.2%","994","1,146","1,220","1,220","1,219","1,215","1,284","1,306","1,318","1,361"
78,"31.7%","29.6%","28.9%","28.7%","28.7%","28.7%","24.2%","74.4%","74.4%","24.1%","265","265","264","264","264","264","264","813","813","264"
79,"0%","76.3%","100%","100%","76.3%","100%","76.3%","76.3%","76.3%","76.3%","0","518","518","518","518","679","518","518","518","518"
80,"0%","0%","0%","0%","0%","0%","0%","83.6%","75.3%","80.2%","0","0","0","0","0","0","0","979","1,023","1,364"
81,"0%","2.4%","2.4%","2.4%","3.6%","3.4%","3.6%","69.3%","73.9%","3.1%","0","11","11","11","17","16","17","323","404","17"
82,"40.8%","35.7%","35.7%","46.2%","45.1%","49.7%","45.1%","45.1%","45.2%","36.5%","368","322","322","524","524","589","524","524","524","523"
83,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
84,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
85,"31.8%","35.8%","35.9%","35.9%","35.9%","31.3%","35.1%","34.9%","35.3%","35.2%","248","278","277","276","275","239","265","263","269","270"
86,"0%","0%","0%","0%","25.6%","1%","12.6%","12.6%","100%","100%","0","0","0","0","286","11","287","287","2,276","2,349"
87,"0%","5.3%","5.3%","5.3%","29.3%","25.3%","28.5%","28.5%","59.9%","59.8%","0","36","36","36","200","176","205","205","430","430"
88,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
89,"59.9%","55.2%","55.1%","55%","55.1%","0%","54.8%","55.1%","54.9%","54.9%","329","303","303","302","303","0","300","302","301","301"
90,"0%","6.2%","6.2%","6.2%","63.6%","64.4%","63.4%","63.5%","6.2%","6.3%","0","51","51","51","527","534","524","525","51","52"
91,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
92,"100%","97.5%","90.7%","90.8%","90.8%","100%","90.3%","90.5%","75%","75%","909","1,032","1,206","1,220","1,220","1,476","1,383","1,407","1,461","1,461"
93,"99.4%","99.4%","99.4%","99.4%","99.4%","99.4%","99.7%","99.7%","99.6%","92.9%","620","620","620","620","620","620","620","620","484","1,040"
94,"0%","32.7%","32.7%","32.8%","32.8%","22.8%","32.6%","32.6%","53.4%","52.9%","0","124","124","124","124","86","123","123","292","292"
95,"61.5%","62.5%","62.5%","62.5%","62.5%","60.4%","62.4%","62.4%","62.4%","62.4%","413","420","420","420","420","406","420","420","420","420"
96,"21.4%","33.1%","42.6%","43.5%","45.3%","14.6%","48.2%","48.2%","48.2%","54.7%","252","504","769","812","872","288","1,046","1,046","1,046","1,364"
97,"10.8%","4.3%","4.2%","4.2%","4.9%","13.6%","17.5%","23.5%","23.5%","14.3%","168","66","66","66","77","218","325","436","436","266"
98,"1%","1%","1%","0.9%","0.9%","0.8%","0.7%","0.7%","0.6%","0.6%","9","9","9","9","9","9","9","9","9","9"
99,"28.3%","31%","31%","0%","0%","0%","33.6%","0%","33.4%","32.9%","182","200","200","0","0","0","217","0","217","217"
100,"35.2%","40.7%","40.7%","40.5%","37.3%","35.3%","40.5%","37.3%","40.5%","0%","247","285","285","283","260","247","283","261","283","0"
101,"0%","0%","0%","0%","0%","0%","0%","59.4%","0%","0%","0","0","0","0","0","0","0","432","0","0"
102,"0%","51.2%","51.3%","51.2%","77.3%","66.1%","76.8%","76.5%","61.9%","61.5%","0","268","269","269","406","347","408","408","332","331"
103,"0%","0%","0%","0%","0%","0%","0%","98.2%","0%","0%","0","0","0","0","0","0","0","758","0","0"
105,"0%","0%","0%","0%","0%","11.6%","18.4%","0%","18.4%","18.4%","0","0","0","0","0","111","184","0","184","184"
106,"98.8%","99%","99%","99%","99%","99%","99%","99%","99%","99%","720","722","722","722","722","722","724","724","723","711"
107,"0%","38.8%","38.8%","61.6%","0%","0%","0%","2.3%","2.3%","0%","0","416","416","416","0","0","0","15","15","0"
108,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
109,"39.2%","44.2%","43%","44.5%","45.9%","39.8%","54.9%","55%","53.1%","53.6%","328","385","393","421","448","392","651","660","652","661"
110,"33.3%","33.1%","33%","33%","33%","32.5%","19.1%","54.6%","0.7%","56.1%","251","251","250","251","251","246","246","729","10","785"
111,"0%","0%","0%","0%","28.6%","18%","16.4%","16.4%","0%","15.3%","0","0","0","0","314","249","329","329","0","329"
112,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
113,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
114,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
115,"31.3%","12.3%","11.7%","11.5%","11.5%","20.6%","11.1%","11.1%","11.1%","26.5%","476","212","212","212","212","379","212","212","212","509"
116,"74.4%","66.8%","64.6%","63%","71.2%","73.9%","65.6%","63.9%","65.2%","64.2%","833","800","798","796","941","1,017","1,222","1,279","1,564","1,972"
117,"23.5%","22.6%","21.9%","21.5%","20.5%","20.3%","17.5%","16.8%","16.5%","16.5%","318","318","318","318","302","318","318","318","318","318"
118,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
119,"23.7%","27.1%","27.2%","27.2%","27.2%","27.3%","15.6%","14.6%","14.7%","14.9%","111","127","127","127","127","127","128","129","129","132"
120,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
121,"3.6%","0.1%","0.1%","0.1%","0.1%","4.6%","0.1%","0.1%","0.1%","0.1%","30","1","1","1","1","38","1","1","1","1"
122,"--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0"
123,"1.3%","1.3%","1.3%","1.3%","1.3%","1.3%","1.2%","1.2%","1.2%","1.1%","14","14","14","14","14","14","13","13","13","12"
124,"83.6%","93%","93%","93%","93%","82.9%","94.5%","91.6%","90.5%","95.2%","744","828","828","826","823","734","1,000","974","938","1,161"
125,"0%","0%","0%","19.7%","0%","0%","0%","27%","0%","23.3%","0","0","0","211","0","0","0","362","0","362"
126,"2.4%","0%","0%","0%","0%","0.2%","3.9%","10.4%","0%","0%","1","0","0","0","0","1","24","68","0","0"
127,"66.9%","65.7%","65.8%","65.7%","65.7%","14.4%","13.6%","13.6%","0%","13.6%","661","650","650","650","650","162","152","152","0","152"
128,"3.7%","7.7%","7.7%","7.7%","7.9%","2.7%","0%","7.9%","0%","0%","39","80","80","80","81","27","0","81","0","0"
129,"11.4%","23%","23%","23%","23%","12.7%","23%","23%","22.9%","17.3%","99","200","200","200","200","110","200","200","199","150"
130,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
131,"0%","16.3%","17.1%","17%","0%","0%","0%","8.6%","8.6%","0%","0","123","135","136","0","0","0","71","71","0"
132,"87.9%","88.5%","88.6%","88.6%","88.5%","87.6%","88.2%","88.5%","88.7%","88.5%","246","247","249","249","247","241","246","253","252","254"
133,"79.6%","79.4%","92.2%","92.2%","44.2%","50.1%","44.3%","44.4%","44.2%","39.6%","498","498","577","578","277","275","275","275","274","276"
134,"34.5%","37.4%","37.4%","37.4%","37.4%","0%","41.1%","41.2%","41.2%","41.5%","155","168","168","168","168","0","196","197","197","199"
135,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
136,"9.7%","3.2%","3.2%","3.2%","3.1%","9.5%","2.8%","0%","0%","0%","74","25","26","26","26","80","24","0","0","0"
137,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
138,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
139,"17%","13.6%","13.6%","13.6%","13.6%","14.1%","15.7%","15.7%","15.7%","15.7%","95","90","90","90","90","93","88","88","88","89"
140,"21.9%","13.3%","13.4%","13.3%","13.3%","13.3%","12.2%","11.5%","11.5%","11.3%","217","143","144","143","143","143","142","142","142","144"
141,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
142,"14.6%","41%","41%","41%","41%","14.3%","40.2%","39.9%","39.4%","0%","190","533","533","533","533","186","535","535","535","0"
143,"12.5%","9%","9%","9.1%","9%","12.7%","8.4%","8.4%","8.4%","8.4%","77","56","56","56","56","80","57","57","57","57"
144,"54.5%","51.4%","52.1%","52%","51.5%","51.5%","50.9%","51.1%","44%","50.4%","498","473","498","502","506","509","500","502","446","519"
145,"4.8%","7.9%","7.9%","7.9%","7.9%","2.8%","7.9%","7.9%","7.9%","7.9%","31","51","51","51","51","18","51","51","51","51"
146,"53.3%","61.6%","61.6%","61.6%","14.2%","52.5%","62.6%","14.5%","14.1%","13.6%","343","407","407","411","99","365","435","101","98","94"
147,"0.3%","18.1%","18.6%","19.2%","20.3%","26.4%","18.6%","18.6%","18.6%","18.6%","3","192","199","208","209","296","208","208","208","208"
148,"54.7%","49.4%","49.4%","49.5%","49.5%","0%","46.8%","47%","47.2%","47.6%","507","465","465","465","466","0","465","470","469","470"
149,"55.3%","17.1%","33.7%","33.7%","33.8%","0%","32.3%","32.2%","32%","31.8%","205","70","151","151","151","0","151","151","151","151"
150,"0%","0%","10.3%","10.3%","10.3%","14.7%","9.5%","9.5%","9.9%","0%","0","0","70","70","70","100","70","70","81","0"
151,"0%","0%","0%","0%","0%","11.4%","0%","0%","0%","0%","0","0","0","0","0","148","0","0","0","0"
152,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
153,"39.8%","45.1%","45.1%","45.1%","45.3%","43.8%","45.3%","54.2%","53.3%","29.4%","487","553","553","553","555","537","554","830","860","494"
154,"44.3%","46.8%","46.8%","46.8%","48%","42.5%","44.3%","42.5%","42.5%","42.5%","506","535","535","535","549","486","510","510","510","510"
155,"2.7%","5.4%","5.3%","5.1%","34.7%","27.5%","36.4%","36.2%","36.3%","42.7%","26","53","53","53","486","386","513","513","515","1,045"
156,"28.4%","38%","38.7%","39.3%","39.3%","29.9%","38.7%","36.9%","35.8%","36.7%","313","443","467","492","495","386","548","547","547","580"
157,"98%","81.1%","74.3%","74.3%","74.1%","70.6%","37.6%","37.7%","40.9%","0%","450","317","214","214","209","197","211","212","290","0"
158,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
159,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
160,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
161,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
162,"31.8%","20.6%","20.4%","20.4%","20.4%","32.1%","20.5%","20.5%","26.2%","26.3%","223","144","142","142","142","223","142","142","197","197"
163,"79%","93.1%","93.2%","93%","92.9%","85.9%","96.6%","96.7%","96.7%","96.4%","426","503","507","491","485","719","850","878","882","904"
164,"75.8%","89.4%","88.2%","88.8%","98.7%","98.8%","98.7%","98.7%","14.7%","86.9%","1,382","1,623","1,538","1,568","1,740","1,648","1,799","1,805","269","1,426"
165,"80.3%","83%","83%","83%","81%","81.5%","75.7%","75.7%","75.7%","79.4%","734","756","756","756","736","741","688","688","688","851"
166,"81.4%","99.6%","99.6%","99.6%","99.6%","79.6%","99.6%","99.7%","99.7%","99.7%","438","536","536","535","536","428","535","585","585","586"
167,"0%","72%","72%","72.4%","72.2%","0%","72.2%","72.2%","59.1%","57.9%","0","260","260","260","260","0","260","260","260","260"
168,"0%","14.4%","14.4%","14.4%","14.4%","0%","14.4%","14.4%","14.4%","14.3%","0","91","91","91","91","0","91","91","91","91"
169,"3.7%","0%","0%","0%","0%","0%","0%","0%","0%","0%","28","0","0","0","0","0","0","0","0","0"
170,"13%","34.1%","34%","34.1%","34.1%","12.9%","33.4%","33.4%","33.4%","22.6%","82","215","215","215","215","82","214","214","214","145"
171,"81.6%","68.2%","67.8%","71%","74.8%","86%","75%","75.1%","75%","74.4%","329","275","270","314","379","436","386","387","386","383"
172,"12.9%","8.5%","43.7%","43.9%","43.8%","6.3%","57.6%","36.4%","59.5%","65%","137","94","496","499","498","72","1,016","674","1,101","1,388"
173,"6.9%","0%","0%","0%","0%","0%","0%","0%","49.3%","0%","26","0","0","0","0","0","0","0","207","0"
174,"0%","0%","0%","0%","2.7%","2.7%","2%","1%","0%","16.6%","0","0","0","0","17","17","12","12","0","238"
175,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
176,"26.2%","15.1%","15.1%","15%","15.1%","26.3%","3.3%","3.3%","3.3%","27.2%","304","175","175","175","175","306","38","38","38","317"
177,"27.6%","23.4%","23.4%","23.2%","23.3%","20.5%","20.4%","20.4%","20.3%","0%","196","184","184","184","185","191","187","187","187","0"
178,"0%","0%","0%","0%","0%","0%","0%","41.6%","0%","0%","0","0","0","0","0","0","0","959","0","0"
179,"23.7%","13.8%","13.8%","13.8%","13.9%","20.8%","15%","15.2%","15.2%","14.8%","158","92","92","91","91","163","119","121","121","118"
180,"0%","0%","0%","0%","0%","0%","0%","6%","5.9%","0%","0","0","0","0","0","0","0","32","32","0"
181,"45.8%","45.8%","44.8%","44.8%","44.6%","44.1%","44.5%","44.5%","42.6%","44.5%","558","566","565","567","567","560","564","564","540","564"
182,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
183,"14.9%","14.8%","14.8%","14.6%","14.5%","14.5%","13.6%","14.1%","14.3%","14.3%","52","52","52","51","51","51","47","49","50","50"
184,"27.5%","39.6%","39.5%","39.8%","40.1%","33.6%","39.6%","38.9%","0%","37.8%","238","273","273","274","274","234","267","264","0","265"
185,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
186,"36.4%","39.4%","39.1%","39%","35.7%","0%","35.5%","39.9%","39.9%","35.6%","300","325","323","323","297","0","296","333","333","298"
187,"2.2%","77%","77%","77%","74.3%","73.1%","77.3%","77.3%","77.2%","77%","9","312","312","312","301","296","313","313","312","311"
188,"6.9%","65.7%","65.4%","65%","58.4%","85.2%","68.4%","66.6%","66.1%","74.6%","49","477","477","476","426","658","564","563","563","847"
189,"88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","400","400","400","400","400","400","400","400","400","400"
190,"0%","0%","0%","0%","0%","0%","0%","0%","3.9%","0%","0","0","0","0","0","0","0","0","15","0"
191,"36.2%","46%","45.8%","45.8%","46%","35.8%","46.1%","46.7%","45.7%","19.7%","342","435","433","433","435","338","436","447","437","189"
192,"22.5%","24.6%","25.9%","29.3%","30.4%","32.4%","30.1%","30.9%","31.6%","34%","191","224","247","302","337","389","379","411","452","518"
193,"60.7%","51.5%","51.7%","51.9%","51.6%","58.5%","62.2%","62.2%","62.4%","64.8%","346","293","293","294","292","335","448","453","463","525"
194,"4.3%","4.1%","4.1%","4%","1.7%","3.8%","4.5%","4.3%","4.3%","4.4%","43","41","41","41","18","41","51","49","49","51"
195,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
196,"56.8%","57.4%","57%","56%","55.4%","54.3%","49.5%","53.8%","53.7%","49.4%","409","413","414","413","413","403","411","493","492","492"
197,"0.8%","1.4%","1.4%","1.4%","1.5%","0%","0%","0%","0%","0%","8","14","14","14","15","0","0","0","0","0"
198,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
199,"36.5%","39.9%","41.8%","41.8%","41.8%","38.7%","43.2%","43.2%","43.3%","43.6%","456","500","542","542","542","501","572","572","575","581"
200,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0.9%","0","0","0","0","0","0","0","0","0","6"
201,"24.4%","24.2%","24.2%","24.2%","24.1%","23.8%","23.7%","23.7%","23.7%","23.6%","281","280","280","279","280","280","283","283","283","282"
202,"46.1%","40.2%","40.2%","2.8%","2.8%","0%","2.8%","2.8%","40.7%","40.6%","329","287","287","20","20","0","20","20","290","290"
203,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
204,"93.4%","99.4%","99.4%","99.4%","98.1%","85.8%","95%","95%","94.9%","87.4%","576","614","614","614","631","575","640","640","638","587"
205,"4.5%","10.4%","10.3%","10.2%","10.1%","4.6%","9.2%","8.8%","8.6%","7.9%","14","32","32","32","32","15","32","32","32","32"
206,"73.1%","73.1%","73.1%","73.1%","72.6%","73.1%","72.6%","72.6%","72.6%","72.6%","414","414","414","414","410","413","410","410","410","410"
207,"51.5%","0%","0%","0%","0%","40.7%","0%","0%","0%","0%","509","0","0","0","0","755","0","0","0","0"
208,"0.1%","0.6%","0.7%","0.7%","0.5%","0.4%","0.4%","0%","0%","0%","1","4","5","5","4","3","3","0","0","0"
209,"9.1%","9.4%","8.8%","7%","6.8%","6.1%","5.7%","5.7%","5.7%","1.3%","95","101","101","101","101","92","100","100","100","23"
210,"20.8%","71%","70.9%","75.5%","75.6%","67.2%","76.1%","76.1%","76.1%","76.6%","264","900","897","1,136","1,140","1,021","1,173","1,173","1,173","1,202"
211,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
212,"51.1%","52.3%","52.3%","52.3%","58.7%","47.3%","56.7%","56.7%","58.7%","67.7%","255","261","261","261","293","236","280","280","290","428"
213,"0%","41.5%","41.3%","38.9%","37.4%","37.6%","23.4%","40.1%","40.1%","50.2%","0","260","260","234","220","221","109","240","239","361"
215,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
216,"57.1%","58.3%","58.8%","58.3%","57.7%","62.3%","59.6%","58.1%","61.5%","61.8%","206","211","211","211","214","233","220","215","232","236"
217,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
218,"32.7%","22.3%","37%","42.3%","42.3%","22.6%","24.4%","24.3%","24.3%","21%","401","273","454","454","454","277","261","261","261","261"
219,"8.4%","11%","11.3%","28.8%","30.2%","29.8%","30.8%","30.8%","52.2%","50.4%","63","86","89","283","300","298","310","309","759","734"
220,"37.5%","37.2%","37.3%","37.3%","25.5%","38.5%","37.3%","23.6%","23.6%","23.6%","248","246","246","246","168","254","245","155","155","155"
221,"28.4%","64.3%","62.7%","54.6%","54.5%","52.9%","54.6%","54.6%","54.6%","51.5%","284","642","642","642","643","625","645","646","646","614"
222,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
223,"0%","0%","0%","0%","41.6%","44.5%","41.9%","41.9%","41.2%","41.5%","0","0","0","0","273","292","276","276","271","272"
224,"10%","18.3%","18.3%","18.3%","18.3%","9.2%","18.3%","18.3%","18.3%","18.3%","107","196","196","196","196","99","196","196","196","196"
225,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
226,"24.7%","16.2%","16.2%","16.2%","16.4%","29.8%","16.2%","16.4%","16.4%","16.4%","118","77","77","77","78","142","77","78","78","78"
227,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
228,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
229,"4.8%","7%","6.4%","5.7%","4.9%","2.4%","3.8%","2.8%","2.8%","2.7%","29","49","49","49","47","26","49","48","53","53"
230,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
231,"34.2%","37.5%","58.3%","58.9%","59.4%","59.1%","59.6%","63.9%","49.6%","45.2%","247","274","640","652","666","665","669","916","915","905"
232,"38%","49.6%","49.4%","48.7%","44.6%","81.4%","82.1%","59.8%","65.6%","65.6%","354","464","464","464","442","813","1,132","824","1,132","1,132"
233,"40%","59.7%","59.8%","59.6%","59.6%","40.3%","72.5%","72.5%","0%","0%","451","673","673","671","670","453","1,194","1,195","0","0"
234,"0%","0%","0%","0%","0%","0%","0%","9%","0%","0%","0","0","0","0","0","0","0","178","0","0"
235,"1.7%","0%","0%","0%","0%","1.7%","0.9%","0.9%","0.9%","0.9%","15","0","0","0","0","16","8","8","8","8"
236,"27.4%","22.6%","22.4%","22.4%","22.7%","24.9%","14.3%","14.3%","14.5%","4.9%","121","101","101","101","103","109","57","57","58","20"
