NPA,2011,2013,2015,2016,2017,2018,2020,2021,2022,2023,2011 Raw,2013 Raw,2015 Raw,2016 Raw,2017 Raw,2018 Raw,2020 Raw,2021 Raw,2022 Raw,2023 Raw
30,"1.2%","1.4%","17.8%","51.8%","56.6%","57.7%","46.8%","45.6%","45.3%","42.8%","6","7","152","511","620","634","744","728","727","563"
31,"4.4%","4.4%","4%","4.1%","4.6%","3.2%","30.2%","30.2%","5.6%","10.6%","30","30","27","28","31","22","207","207","38","72"
32,"100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","220","220","220","220","220","220","220","220","220","318"
33,"95.9%","94.2%","93.5%","93.5%","93.5%","93.8%","93.6%","94.1%","62.7%","94.1%","587","587","587","587","587","589","586","586","392","586"
34,"32.7%","34.6%","35.4%","35.4%","33.7%","34.1%","42%","41.7%","37.8%","33.9%","258","280","288","292","281","311","611","616","566","296"
35,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
36,"21.7%","21.2%","31.9%","31.9%","36.3%","38.1%","36.2%","36.2%","36.2%","38.2%","223","223","393","393","482","507","482","482","482","507"
37,"4.8%","4.5%","4.4%","4.4%","4.5%","8.5%","16.7%","16.9%","17.3%","8.7%","38","35","34","34","35","67","182","185","189","60"
38,"14.6%","32.2%","18.8%","25.7%","17.7%","21.2%","23.6%","27.4%","25.5%","20%","123","271","158","216","149","178","195","236","279","166"
39,"0%","0%","0%","0%","0%","9.5%","0%","0%","0%","0%","0","0","0","0","0","94","0","0","0","0"
40,"66.7%","71.1%","71.1%","78.1%","68%","67%","84.4%","75.8%","64.6%","78%","789","841","841","930","811","820","1,044","941","805","944"
41,"42.5%","46.2%","46.2%","45.8%","37.5%","48.8%","49%","49%","37.5%","49.6%","329","357","357","354","290","378","379","379","290","389"
42,"3.5%","3.5%","3.5%","3.5%","3.5%","2.1%","2.1%","2.1%","3.5%","2.1%","46","46","46","46","46","28","28","28","46","28"
43,"62.4%","61.9%","61.6%","61.5%","61.6%","59.6%","62.1%","61.8%","61.3%","60%","395","403","403","403","403","390","406","406","401","389"
44,"0.4%","0.4%","0.4%","0.4%","0.4%","0%","0%","0%","0.4%","0%","2","2","2","2","2","0","0","0","2","0"
45,"0%","0%","0%","3.3%","8.1%","2.7%","32.2%","32.3%","30.2%","3.3%","0","0","0","39","104","44","833","840","785","45"
46,"34.9%","34.9%","34.9%","34.9%","34.9%","0%","0%","0%","0%","0%","334","334","334","334","334","0","0","0","0","0"
47,"99.8%","100%","100%","100%","0%","98.3%","99.7%","0%","0%","0%","640","640","640","639","0","596","600","0","0","0"
48,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0.3%","0","0","0","0","0","0","0","0","0","2"
49,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
50,"64%","64%","71.5%","69%","70.4%","71.3%","66.7%","40.2%","15%","71.5%","674","674","754","727","742","751","651","393","148","754"
51,"0%","0%","0%","0%","0%","0%","0%","0%","18.5%","0%","0","0","0","0","0","0","0","0","255","0"
52,"23.7%","23.4%","37.6%","37.6%","34.7%","60.6%","92.2%","27.6%","25.5%","29.8%","211","208","207","207","207","451","746","223","207","253"
53,"32.2%","33.8%","41.1%","25.3%","29.2%","0%","37.4%","37.3%","22.1%","41.5%","340","358","502","309","309","0","396","396","308","506"
54,"0.7%","0.9%","0.9%","0.9%","2.3%","7.4%","2.8%","2.8%","2.3%","7.5%","4","5","5","5","13","42","16","16","13","41"
55,"5%","5.1%","5.1%","5.1%","0%","0%","0%","0%","0%","2.4%","40","41","41","41","0","0","0","0","0","20"
56,"84.1%","84.1%","95.6%","95.6%","95.3%","85.7%","87.6%","87.6%","96.1%","85.7%","302","302","348","348","347","312","318","318","349","311"
57,"0%","0%","0%","0%","0%","0%","72.1%","0%","0%","0%","0","0","0","0","0","0","589","0","0","0"
58,"85.4%","85.4%","89.1%","89.3%","52.4%","53.5%","48.9%","48.9%","52.4%","53.5%","414","414","432","432","254","260","236","236","253","260"
59,"47.9%","47.9%","61.1%","61.3%","52.1%","61.2%","78.2%","78.1%","51.7%","60.1%","532","532","678","680","578","679","880","880","694","646"
60,"63.9%","66%","66%","72.3%","77.2%","0%","0%","0%","0%","0%","638","745","744","1,000","1,300","0","0","0","0","0"
61,"8.8%","8.8%","8.8%","8.5%","8.5%","0%","0%","0%","0%","0%","38","38","38","37","37","0","0","0","0","0"
62,"0%","0%","0%","0%","0%","0%","--","--","--","0%","0","0","0","0","0","0","0","0","0","0"
64,"30.6%","30.5%","29.2%","30%","5.4%","0%","10.1%","10.1%","5.5%","0%","603","603","603","613","138","0","255","255","138","0"
65,"0%","0%","0%","0%","0%","0%","0%","45.7%","45.7%","46.2%","0","0","0","0","0","0","0","555","555","566"
66,"52.1%","52.3%","55.5%","55.5%","55.5%","77.8%","77.8%","77.8%","55.5%","77.8%","654","661","751","751","751","1,053","1,053","1,053","751","1,054"
67,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
68,"0%","64.3%","64.3%","64.4%","64.4%","54.9%","51.7%","51.7%","64.5%","55.2%","0","729","729","729","729","621","584","584","728","625"
69,"69%","68.9%","63%","67%","67.1%","66.3%","78.2%","78.2%","78.7%","67.2%","520","520","400","482","482","478","845","845","850","480"
70,"66.1%","66.2%","66%","66%","66%","39.9%","45.4%","45.5%","65.3%","44.1%","345","346","344","344","343","207","236","237","341","229"
71,"60.6%","60.2%","59.9%","59.9%","59.9%","60%","19.1%","19.1%","38.2%","59.7%","853","853","854","854","854","855","268","268","537","843"
72,"29.2%","37.7%","37.7%","39.3%","30.5%","32.7%","11.4%","11.4%","17.2%","33.4%","164","444","443","443","441","593","217","217","331","598"
73,"1.9%","1.8%","1.8%","1.7%","1.7%","1.1%","0.3%","0.2%","1.4%","1.5%","19","19","19","19","19","12","4","3","21","16"
74,"69.1%","69.1%","69.2%","69.2%","69.2%","68.6%","68.2%","68.2%","69.2%","68.6%","511","511","512","512","512","508","505","505","512","508"
75,"86.7%","88%","88.8%","88.8%","88.7%","93.2%","94.3%","94.3%","92.8%","92.7%","582","650","706","706","702","744","1,234","1,234","1,214","749"
76,"0.4%","0.3%","0.4%","3.1%","3.1%","4.2%","4.8%","4.5%","2.2%","8.4%","3","3","4","36","36","49","59","59","34","96"
77,"50.3%","48.9%","54.3%","58.6%","58.6%","57.7%","55.3%","55.8%","60.4%","57.6%","1,031","1,040","1,220","1,316","1,315","1,294","1,277","1,299","1,415","1,290"
78,"0%","41.7%","40.9%","40.6%","40.6%","45%","69.1%","69.1%","48.5%","44.7%","0","374","373","373","373","414","755","755","530","410"
79,"100%","100%","100%","100%","100%","0%","76.3%","76.3%","100%","100%","679","679","518","518","679","0","518","518","679","519"
80,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
81,"0%","55.7%","55.7%","55.7%","56.9%","39.3%","68%","68%","63.4%","39.8%","0","253","253","253","265","183","317","317","347","187"
82,"35.7%","35.7%","35.7%","46.2%","45.1%","49.7%","21.8%","21.8%","45.2%","49.9%","322","322","322","524","524","589","253","253","524","588"
83,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
84,"16.8%","16.9%","17%","15.4%","12.6%","10.7%","3.9%","1.6%","1.9%","4.1%","46","46","45","37","29","28","13","11","13","7"
85,"37.1%","37.1%","37.2%","37.2%","37.2%","31.5%","28%","27.8%","36.6%","31.5%","290","288","287","286","285","240","211","209","279","239"
86,"71.8%","66.3%","61.1%","60.8%","60.8%","100%","100%","100%","100%","100%","754","658","682","678","678","1,116","2,276","2,276","2,276","2,495"
87,"66.7%","66.2%","66.3%","27.9%","27.7%","100%","56.5%","56.5%","54.5%","46.4%","460","453","452","190","189","696","407","407","391","300"
88,"0%","0%","0%","0%","0%","0%","0%","0%","0%","4.1%","0","0","0","0","0","0","0","0","0","19"
89,"41.5%","41.5%","41.5%","41.3%","0%","0%","0%","0%","0%","0%","228","228","228","227","0","0","0","0","0","0"
90,"67.6%","67.5%","67.5%","63.9%","63.9%","66.8%","66.1%","66.1%","64.1%","63%","558","559","559","529","529","554","547","547","530","519"
91,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
92,"100%","100%","100%","100%","98.1%","100%","98.6%","98.6%","81.3%","100%","909","1,058","1,330","1,344","1,318","1,476","1,510","1,534","1,583","1,396"
93,"99.4%","99.4%","99.4%","99.4%","99.4%","99.4%","99.7%","99.7%","99.6%","99.4%","620","620","620","620","620","620","620","620","484","620"
94,"6.6%","18.5%","24.5%","15.9%","15.9%","0%","38.5%","38.5%","41.7%","12.1%","25","70","93","60","60","0","145","145","228","46"
95,"61.6%","61.6%","61.6%","61.5%","63.4%","61.5%","52.3%","52.3%","97.3%","61.5%","414","414","414","413","426","413","352","352","655","413"
96,"38.6%","34.9%","44%","48.3%","49.9%","25%","30.1%","37.7%","52.2%","34.4%","456","531","793","900","960","494","653","819","1,134","619"
97,"4.3%","4.3%","4.2%","4.2%","4.9%","13.6%","16.7%","16.7%","17.5%","11.8%","66","66","66","66","77","218","310","310","325","186"
98,"0.1%","0.1%","1.1%","1%","1%","0.8%","0%","0.7%","0.7%","0.8%","1","1","10","10","10","9","0","9","10","9"
99,"0%","0%","0%","0%","0%","0%","43.4%","0%","0%","0%","0","0","0","0","0","0","280","0","0","0"
100,"25%","23.3%","23.3%","23%","0.6%","1.1%","16.6%","0%","0%","25.9%","175","163","163","161","4","8","116","0","0","181"
101,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
102,"14.7%","14.7%","14.7%","14.7%","14.7%","8.8%","13.4%","13.3%","16%","8.4%","77","77","77","77","77","46","71","71","86","44"
103,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
105,"8.1%","7.2%","6%","5.1%","4.6%","1.1%","3.4%","3.4%","4%","1.3%","35","38","38","40","40","11","34","34","40","11"
106,"97.9%","97.9%","97.9%","50.2%","50.2%","50.3%","50.8%","50.8%","98.1%","44.3%","714","714","714","366","366","367","371","371","716","287"
107,"1%","38.8%","38.8%","61.6%","1.6%","1.2%","88.2%","0%","0%","0.7%","11","416","416","416","11","8","573","0","0","7"
108,"0%","0%","0%","0%","0%","0%","6.6%","0%","0%","0%","0","0","0","0","0","0","36","0","0","0"
109,"43.5%","44.2%","43%","44.5%","45.9%","39.8%","53.2%","52.8%","53.9%","39.4%","364","385","393","421","448","392","631","633","662","371"
110,"33.3%","33.1%","33%","33%","33%","32.5%","74.6%","75.2%","73.7%","50.4%","251","251","250","251","251","246","961","1,004","1,020","377"
111,"0%","0%","0%","17%","30%","18%","12.3%","12.2%","16.3%","20.4%","0","0","0","184","329","249","245","245","329","249"
112,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
113,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
114,"0%","0%","0%","0%","0%","0%","0%","0%","0%","9.3%","0","0","0","0","0","0","0","0","0","39"
115,"33.4%","12.3%","11.7%","11.5%","42.3%","20.6%","24.8%","24.8%","11.1%","44.4%","509","212","212","212","777","378","474","474","212","854"
116,"80.8%","76.1%","73.4%","71.7%","59.5%","63.3%","20.5%","19.7%","36.2%","85.2%","905","911","907","906","787","872","382","395","868","1,115"
117,"0%","22.6%","21.9%","21.5%","20.5%","20.3%","17.5%","16.8%","16.5%","20.5%","0","318","318","318","302","318","318","318","318","318"
118,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
119,"25.2%","25%","25.1%","25.1%","0%","23.6%","18.7%","17.5%","13.5%","24.3%","118","117","117","117","0","110","153","154","119","112"
120,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
121,"0.1%","0.1%","0.1%","0.1%","0.1%","70.7%","2.1%","2.1%","2.9%","4.3%","1","1","1","1","1","584","19","19","34","35"
122,"--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0"
123,"1.3%","1.3%","1.3%","1.3%","1.3%","1.3%","1.2%","1.2%","28.3%","21.7%","14","14","14","14","14","14","13","13","308","235"
124,"93%","93%","71.5%","71.5%","71.8%","66%","79.4%","79.2%","76.3%","72.5%","828","828","636","635","635","584","840","842","790","637"
125,"0%","0%","0%","0%","0%","0%","0.5%","0.5%","0%","0%","0","0","0","0","0","0","7","7","0","0"
126,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
127,"58.5%","27%","27%","27%","27%","37.2%","64.2%","92.7%","41.5%","29.3%","578","267","267","267","267","418","718","1,035","463","285"
128,"7.7%","7.7%","7.7%","46.1%","47.2%","46.1%","73%","73%","47%","28.2%","80","80","80","480","481","469","742","745","480","215"
129,"26.4%","26.2%","27.2%","27%","27%","17.8%","8.9%","8.9%","34.4%","19.7%","229","228","236","235","235","155","77","77","299","171"
130,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
131,"1.1%","16.3%","17.1%","17%","1%","2.1%","18.7%","0%","0%","2.1%","8","123","135","136","8","17","155","0","0","17"
132,"0%","0%","0%","0%","0%","0%","0%","10.8%","0.4%","0.4%","0","0","0","0","0","0","0","31","1","1"
133,"27.5%","27.8%","27.8%","27.8%","0%","3.1%","0%","65.8%","42.1%","42.4%","172","174","174","174","0","17","0","408","261","261"
134,"100%","100%","100%","100%","0%","0%","0%","0%","0%","0%","449","449","449","449","0","0","0","0","0","0"
135,"100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","554","555","555","555","555","555","654","654","654","555"
136,"3.3%","3.2%","3.2%","3.2%","3.1%","9.5%","10.3%","0%","0.1%","9.2%","25","25","26","26","26","80","88","0","1","76"
137,"1.7%","1.6%","1.3%","1.1%","0%","1.1%","0.9%","0.9%","0%","1.1%","9","9","7","6","0","6","5","5","0","6"
138,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
139,"20.6%","17.2%","18.9%","18.9%","18.9%","15.5%","24%","24%","35.8%","45.2%","115","114","125","125","125","102","134","134","201","293"
140,"22.8%","20.7%","28.4%","28.3%","0%","23.4%","24%","22.6%","17.9%","23.6%","226","223","305","304","0","252","280","280","222","249"
141,"0%","0%","98.2%","98%","97.9%","0%","0%","0%","0%","98.8%","0","0","334","335","331","0","0","0","0","320"
142,"41%","100%","100%","100%","100%","14.3%","33.5%","33.3%","39.4%","97.7%","533","1,299","1,299","1,299","1,299","186","446","446","535","1,265"
143,"9.7%","9.8%","9.8%","9.9%","9%","13.4%","14.8%","14.8%","9.2%","13.8%","60","61","61","61","56","84","100","100","62","86"
144,"51.2%","51.4%","52.1%","52%","51.5%","94.3%","94.7%","94.7%","49.5%","54.6%","468","473","498","502","506","932","930","931","501","531"
145,"5.3%","5.3%","5.4%","5.4%","1.2%","1.9%","58%","0.3%","1.2%","1.7%","34","34","35","35","8","12","375","2","8","11"
146,"52.9%","61.6%","61.6%","61.6%","62.6%","65.8%","41%","35.7%","62.5%","52.4%","340","407","407","411","435","457","285","249","434","364"
147,"19.9%","23.9%","24.4%","25.4%","27.5%","28.9%","28.9%","28.8%","25.3%","29.3%","207","253","261","275","284","324","323","322","283","324"
148,"52%","51.3%","51.3%","51.4%","50.1%","48.3%","54.7%","55%","47.7%","54.6%","482","483","483","483","471","468","544","550","474","514"
149,"43.4%","39.5%","36.2%","36.2%","36.2%","45%","43.9%","43.7%","34.3%","44.5%","161","162","162","162","162","201","205","205","162","198"
150,"8.1%","8.1%","8.1%","8.1%","8.1%","0%","15.7%","0%","0%","14.5%","55","55","55","55","55","0","116","0","0","100"
151,"0%","0%","0%","0%","0%","11.4%","0%","0%","0%","0%","0","0","0","0","0","148","0","0","0","0"
152,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
153,"45.2%","45.2%","19.1%","19.1%","19.1%","17.2%","41.1%","50.9%","53.5%","43.8%","554","554","234","234","234","211","503","779","863","534"
154,"47.2%","47.1%","48%","48%","44.6%","45.5%","46.2%","44.2%","42.5%","42.7%","539","539","549","549","510","520","531","531","510","486"
155,"3.2%","3%","3%","11.5%","32.5%","25.7%","28.7%","28.7%","32.5%","26.2%","31","30","30","119","455","361","405","407","462","357"
156,"0%","0%","35.5%","36.2%","36%","29.8%","30%","28.6%","32.4%","29.8%","0","0","429","454","454","385","425","424","496","384"
157,"0%","0%","0%","0%","0%","0%","36.5%","36.5%","28.9%","1%","0","0","0","0","0","0","205","205","205","2"
158,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
159,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
160,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
161,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
162,"0%","0%","43.2%","47.4%","31.9%","43.6%","51.4%","52.3%","51.1%","44.4%","0","0","301","330","222","303","357","363","384","307"
163,"100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","539","540","544","528","522","837","880","908","912","591"
164,"76.5%","76.3%","75.4%","69.4%","55.9%","70%","59.8%","78.5%","93.1%","72.3%","1,394","1,385","1,315","1,225","986","1,168","1,091","1,436","1,703","1,323"
165,"84.2%","84.3%","84.3%","86.8%","86.9%","85.4%","86%","84.2%","74.3%","86.5%","770","768","768","791","790","776","782","765","675","789"
166,"8.7%","0%","65.1%","84.2%","92.8%","86.1%","19.7%","86.9%","99.5%","92.4%","47","0","350","452","499","463","106","510","584","495"
167,"0%","0%","0%","72.4%","72.2%","72%","72.2%","72.2%","59.1%","70.1%","0","0","0","260","260","260","260","260","260","260"
168,"16%","16%","16%","15.9%","16%","14.4%","15.6%","15.6%","16%","14.4%","101","101","101","101","101","91","99","99","101","91"
169,"1.4%","1.4%","1.4%","1.3%","9.5%","17.8%","30.2%","30.2%","13.3%","25.2%","11","11","11","11","89","180","364","364","160","278"
170,"34.1%","34.1%","34%","34.1%","34.9%","12.5%","13.4%","13.4%","33.4%","28.5%","215","215","215","215","220","80","86","86","214","183"
171,"81.4%","81.4%","81.2%","83%","85.2%","89%","81.4%","90.9%","85.4%","88.9%","328","328","323","367","432","451","419","468","440","458"
172,"34.9%","37.1%","37.7%","37.8%","37.8%","27.1%","37.6%","40.2%","56.4%","33.4%","369","412","427","430","429","309","664","744","1,044","514"
173,"0%","0%","14.9%","17.7%","0%","0%","0%","0%","0%","0%","0","0","60","74","0","0","0","0","0","0"
174,"26%","26.1%","26.2%","28.9%","28.9%","29.2%","24.2%","17.1%","17.1%","49.1%","164","164","164","181","181","181","145","202","203","401"
175,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
176,"28.1%","28.1%","28.1%","28%","24.6%","24.7%","0.9%","44.9%","38.7%","24.8%","326","326","326","326","286","287","10","523","451","288"
177,"25.9%","23.4%","23.4%","23.2%","23.3%","20.5%","19.7%","19.7%","20.3%","23.9%","184","184","184","184","185","191","181","181","187","189"
178,"0%","0%","12.9%","21.9%","21.7%","21.2%","0%","0%","14.3%","18.9%","0","0","152","287","284","287","0","1","365","284"
179,"23.6%","23.7%","31.5%","23.9%","23.3%","20.8%","19.4%","19.1%","19.3%","24.5%","157","158","210","158","153","163","154","152","154","156"
180,"4.5%","4.6%","4.4%","4.2%","4.1%","2.8%","0.6%","0.6%","4.6%","3.3%","21","22","22","22","22","15","3","3","25","17"
181,"45%","44.3%","45.3%","45.3%","44.7%","44%","46.5%","46.5%","45%","44.1%","548","548","572","574","568","559","589","589","571","558"
182,"0%","0%","0%","0%","0%","0%","0%","31.3%","29.9%","31.9%","0","0","0","0","0","0","0","84","80","86"
183,"0%","0%","17.4%","16.3%","14.5%","16.5%","71.4%","71.6%","16.6%","15.9%","0","0","61","57","51","58","247","249","58","55"
184,"43.7%","40.6%","84.9%","85.1%","85.1%","85.9%","36.8%","75.7%","75.6%","84.4%","379","280","587","586","582","598","248","513","525","508"
185,"0%","100%","100%","100%","100%","50.7%","96.1%","96.1%","50.8%","100%","0","1,368","1,366","1,367","1,369","694","1,314","1,314","694","1,196"
186,"33.7%","33.8%","33.7%","33.8%","3%","3.4%","2.6%","2.4%","3%","3.5%","278","279","279","280","25","28","22","20","25","29"
187,"62%","62%","77%","77%","77%","73.1%","0.5%","0.5%","77.2%","72.8%","251","251","312","312","312","296","2","2","312","294"
188,"71.8%","70.1%","69.8%","69.4%","69.4%","88.7%","54.2%","52.9%","65.1%","68.9%","510","509","509","508","506","685","447","447","555","511"
189,"88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","88.3%","400","400","400","400","400","400","400","400","400","400"
190,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
191,"54.8%","54.6%","54.4%","54.4%","54.6%","43.9%","48.2%","48.7%","32.2%","44.2%","517","516","514","514","516","415","456","466","308","404"
192,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0.3%","0","0","0","0","0","0","0","0","0","4"
193,"64.6%","64.3%","55.4%","64.4%","51.2%","68.9%","81.8%","76%","75.6%","69.5%","368","366","314","365","290","395","589","553","561","413"
194,"4.2%","4.1%","23%","22.8%","22.2%","14.8%","14%","13.8%","20%","15.6%","42","41","231","231","231","162","157","157","229","162"
195,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
196,"42.1%","41.7%","41.3%","40.7%","40.2%","41.4%","42.6%","47.5%","41.3%","47%","303","300","300","300","300","307","354","436","379","382"
197,"0.3%","0.3%","0.3%","0.3%","0.3%","0.2%","0.3%","0%","0%","0.2%","3","3","3","3","3","2","3","0","0","2"
198,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
199,"0%","0%","0%","0%","0%","0%","0%","0%","2.4%","6.9%","0","0","0","0","0","0","0","0","32","96"
200,"0%","0%","0%","0%","0%","0%","0%","0%","0%","1.3%","0","0","0","0","0","0","0","0","0","6"
201,"24.7%","24.5%","24.5%","24.4%","24.3%","25.7%","26.3%","26.3%","23.9%","25.8%","285","283","283","281","282","302","314","314","285","299"
202,"4.5%","4.5%","4.5%","4.5%","0%","0%","38.6%","0%","0%","0%","32","32","32","32","0","0","274","0","0","0"
203,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
204,"99.4%","99.4%","99.4%","99.4%","98.1%","89.3%","90.1%","90.1%","94.9%","92.5%","613","614","614","614","631","598","607","607","638","596"
205,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
206,"49.5%","49.5%","70.7%","70.7%","70.6%","65.3%","71.9%","71.9%","70.6%","65.5%","280","280","400","400","399","369","406","406","399","370"
207,"0%","0%","0%","0%","0%","40.7%","40%","39.5%","0%","40.9%","0","0","0","0","0","755","755","755","0","755"
208,"0%","0%","0%","0%","0%","0%","0.3%","0.3%","0%","0%","0","0","0","0","0","0","2","2","0","0"
209,"11.7%","11.5%","10.7%","8.5%","8.3%","6.8%","7.9%","7.9%","7%","7%","123","123","123","123","123","103","138","138","122","102"
210,"99.8%","99.8%","99.8%","99.7%","98.9%","99.9%","100%","100%","99.7%","100%","1,266","1,266","1,263","1,500","1,492","1,517","1,541","1,541","1,537","1,507"
211,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
212,"53.1%","53.1%","53.1%","53.1%","57.5%","50.1%","43.9%","43.9%","57.5%","59.7%","265","265","265","265","287","250","217","217","284","365"
213,"31.5%","31.4%","31.3%","27.4%","0%","28.6%","30.9%","46.1%","46.1%","26.2%","197","197","197","165","0","168","144","276","275","164"
215,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
216,"56.8%","56.9%","57.4%","56.9%","0%","61%","49.3%","0%","0%","0%","205","206","206","206","0","228","182","0","0","0"
217,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
218,"29.7%","29.7%","29.7%","33.7%","33.7%","30%","32.5%","32.6%","34.9%","29.1%","364","364","364","362","362","368","348","349","374","354"
219,"8.7%","11.4%","11.7%","29.1%","30.1%","29.7%","27.3%","27.3%","52.2%","31.1%","65","89","92","286","299","297","275","274","759","476"
220,"45.5%","50.8%","50.8%","50.8%","37.3%","46.4%","42.8%","42.9%","37.4%","37.8%","301","336","335","335","246","306","281","282","246","249"
221,"64.3%","64.3%","62.7%","54.6%","25.7%","24.1%","24%","23.9%","25.9%","24.1%","642","642","642","642","303","285","283","283","306","284"
222,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
223,"47.1%","55.3%","55.3%","55%","55.4%","54.1%","55.2%","55.2%","48.2%","55%","319","373","373","367","364","355","364","364","317","360"
224,"14.7%","14.7%","14.7%","14.7%","14.7%","8.8%","11.4%","11.4%","14.8%","9%","158","158","158","158","158","94","122","122","158","96"
225,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
226,"10.3%","10.1%","10.1%","10.1%","0%","29.8%","28.8%","28.8%","22.7%","28.4%","49","48","48","48","0","142","137","137","108","134"
227,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
228,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
229,"10.6%","8.8%","8.2%","7.3%","5.1%","2.4%","4.8%","3.5%","2.8%","2.4%","64","62","63","63","49","26","61","60","53","27"
230,"0%","0%","0%","0%","0%","82%","0%","0%","0%","0%","0","0","0","0","0","1,010","0","0","0","0"
231,"35.7%","37.5%","58.3%","58.9%","59.3%","59.1%","59.4%","63.7%","49.6%","59.6%","258","274","640","652","665","665","666","913","915","650"
232,"27.6%","27.5%","44.1%","75.1%","75.3%","83.5%","88%","88%","65.6%","61.4%","257","257","415","715","747","834","1,212","1,212","1,132","822"
233,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
234,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
235,"21.3%","1.7%","29%","1.5%","1.5%","21.3%","1.7%","1.7%","1.8%","21.6%","193","15","263","14","14","195","16","16","17","194"
236,"23.1%","22.6%","22.6%","22.6%","22.7%","24.9%","11.1%","11.1%","14.7%","30%","102","101","102","102","103","109","44","44","59","139"
237,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
238,"46.2%","46.3%","46.3%","46.3%","46.3%","29.8%","53.5%","39.5%","28.6%","54.5%","407","408","408","408","407","262","483","379","284","478"
240,"100%","100%","100%","100%","95.7%","100%","98.3%","98.4%","100%","100%","888","889","888","888","850","885","1,128","1,133","1,164","922"
241,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
242,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
