NPA,2013,2015,2016,2017,2018,2022,2023,2025
312,"2","2","2","2","2","2","2","2"
313,"1","1","1","1","1","1","1","1"
314,"2","2","2","2","2","2","2","2"
315,"2","2","2","2","2","2","2","2"
316,"2","2","2","2","2","2","2","2"
317,"1","2","1","1","1","2","2","2"
318,"2","2","2","2","2","2","2","2"
319,"2","2","2","2","2","2","2","2"
320,"2","2","2","2","2","2","2","2"
321,"2","2","2","2","2","2","2","2"
322,"2","2","2","2","2","2","2","2"
323,"2","2","2","2","2","2","2","2"
324,"1","1","1","1","1","1","1","1"
325,"2","2","2","2","2","2","2","2"
326,"2","2","2","2","2","2","2","2"
327,"2","2","2","2","2","2","2","2"
328,"2","2","2","1","1","2","2","1"
329,"1","1","2","1","1","2","2","2"
330,"1","1","1","1","1","1","1","1"
331,"1","1","1","2","2","2","2","2"
332,"1","1","2","2","2","1","1","1"
333,"2","2","2","2","2","2","2","2"
334,"1","2","3","3","3","2","2","2"
335,"2","1","1","1","1","--","--","1"
336,"1","1","1","1","1","2","2","1"
337,"1","1","1","1","1","1","1","1"
338,"2","2","2","2","2","2","2","2"
339,"2","2","2","2","2","2","2","2"
343,"2","2","2","2","2","2","2","2"
344,"2","1","2","2","2","2","2","2"
345,"1","1","1","1","1","1","1","1"
346,"1","1","1","1","1","2","2","2"
347,"2","2","2","2","2","2","2","2"
348,"1","1","1","1","1","1","2","1"
349,"1","1","1","1","1","2","2","2"
350,"1","1","1","1","1","1","1","2"
351,"2","2","2","2","2","2","2","2"
352,"1","1","1","1","1","1","1","1"
353,"2","2","2","2","2","2","2","2"
354,"1","1","1","1","1","1","1","1"
355,"1","1","1","1","1","2","2","1"
356,"1","1","1","1","1","1","1","1"
357,"2","2","2","2","2","2","2","2"
358,"2","2","2","2","2","2","2","2"
359,"1","1","1","1","1","1","1","1"
360,"1","1","1","1","1","1","1","1"
361,"2","2","2","2","2","2","2","2"
362,"2","2","2","2","2","2","2","2"
363,"1","1","1","1","1","2","2","2"
364,"2","2","2","2","2","2","2","2"
365,"2","2","2","2","2","2","2","2"
366,"1","1","1","1","1","1","2","1"
367,"2","2","2","2","2","2","2","2"
368,"2","2","2","2","2","--","--","2"
369,"2","2","2","2","2","2","2","2"
